sample_id,catalog_content,image_link,price
121358,54599,22408,33.99
225063,40239,14857,10.98
26514,32411,35364,14.99
18021,5323,66738,52.41
17108,61548,7231,25.16
88536,5505,19789,16.99
130862,7702,56855,62.11
171873,58452,12148,5.92
32943,39244,30327,11.84
116827,54063,32818,6.84
19940,7996,55138,19.6
188368,1081,25109,9.99
156230,61294,4071,9.47
217178,37882,5129,4.49
19328,59572,51539,64.31
75724,13925,7655,4.18
57131,31654,60413,11.98
166572,66404,24355,12.48
8463,51841,14779,9.52
195464,38631,46583,65.91
174400,16097,61316,2.39
61688,45100,56830,7.715
84074,61197,45883,1.28
107694,72480,39008,85.34
195941,31327,63067,125.66
124208,46044,26116,9.99
166611,12824,9434,37.97
181100,60240,20272,36.19
268271,58185,27673,33.44
247743,8082,36888,3.3200000000000003
71578,30679,26929,16.75
137772,39905,9153,14.98
94174,15671,67117,7.245
112393,27860,65541,60.99
187992,47963,54489,13.09
91137,16716,1538,30.28
281800,26531,57621,6.72
146275,43855,25915,38.99
57833,25159,23792,1.99
228194,46162,65702,5.39
256025,11443,46681,25.98
19536,59731,64139,19.6
105288,1558,43359,19.99
245436,51660,8513,13.27
203429,41075,62147,8.99
251681,4098,64876,9.75
105415,66398,8364,26.48
269022,62337,67755,18.99
228730,46705,53086,7.99
178458,43999,22763,4.19
266620,34336,67969,16.99
84907,73593,72157,15.99
147240,59571,55118,45.27
217324,57335,58242,45.49
71844,56935,18473,20.0
236745,49501,8255,19.99
119179,63843,47716,13.99
95158,39060,27140,5.99
221950,6512,56791,3.54
277944,74193,16851,1.84
242742,22708,66725,70.34
9928,40613,48757,25.99
58077,1191,13267,29.99
255641,18405,61944,15.385
210426,4235,4705,29.0
6095,21301,34553,14.89
16556,52502,6591,64.03999999999999
265957,61113,11583,4.62
11788,10407,64082,25.994999999999997
257568,65585,36373,19.19
160586,130,16307,1.52
167204,21905,24770,3.84
221398,72001,48446,7.25
77426,4765,25450,4.895
183729,70292,39396,15.21
188887,32627,56214,32.395
134864,73513,66652,21.95
81430,35671,55769,3.535
214131,6023,35820,1.56
287622,10989,64123,2.79
148121,66771,17938,6.79
205564,58167,15690,6.37
20265,64580,66368,93.46
154004,15442,18996,16.92
273889,8742,71772,4.92
210546,16301,35612,18.88
298556,49658,58060,2.135
238014,9996,32256,29.94
232248,43166,69500,4.865
16450,51399,19912,1.0
289468,63641,17337,3.71
13537,14775,33621,13.06
250006,9883,48064,16.99
203952,6818,43919,20.69
262527,26901,17906,28.99
160820,67190,14472,9.21
288494,40213,31824,7.744999999999999
102822,36100,44849,2.01
245440,14082,30647,2.49
214372,20119,30625,21.78
106565,55246,48020,31.92
256231,2989,7701,11.99
10628,41799,4187,11.48
66640,26053,60315,27.99
68951,20700,36962,19.8
237073,40345,14137,16.49
96532,56255,56893,14.489999999999998
83540,48572,9068,10.79
109278,23665,31106,6.29
292489,26742,18769,7.74
80825,74835,21857,12.385
41718,574,72070,8.36
147050,50091,53239,45.27
249532,5438,31925,10.2
35159,30763,65835,30.744999999999997
117607,15581,9858,29.0
275566,59446,45250,8.965
67859,23121,53852,40.95
216011,47616,17847,1.99
188949,37288,18925,52.07
220392,55857,39695,10.995
234142,6480,62220,4.145
72047,7316,55244,14.99
276133,29993,50544,2.86
174086,59469,57445,57.13
207907,64270,44756,9.29
125176,22575,55351,27.99
98585,49435,27703,5.61
49800,24633,30617,4.99
131214,57236,24508,13.0
207673,41845,66979,11.98
141121,44329,14598,20.01
8326,24298,59866,17.99
81758,60961,34658,9.69
271370,18606,30254,11.5
204240,32126,47102,20.0
266017,26710,60538,12.86
155252,21934,42170,2.97
228727,13204,17396,9.99
162310,17061,7836,10.99
88733,54768,60933,2.345
176045,22001,37251,56.09
275771,15664,38106,10.0
282259,9973,28468,4.0
200688,4097,36970,85.99
6565,33384,40873,5.99
243945,9426,11267,9.98
258919,51444,35788,1.735
71673,63290,41361,67.74
187423,31461,5686,9.96
3368,40201,46394,43.49
171049,9482,29814,36.99
196400,7895,51107,91.65
280437,8815,47088,3.69
236223,49992,16235,26.98
164675,16559,15447,3.59
110533,5127,66089,3.48
10876,58589,69900,31.995
259868,34267,56732,49.52
102003,66480,33533,3.22
22767,4273,33521,22.95
295608,51584,67009,4.99
85835,48823,54965,8.84
294476,49764,35091,13.88
128289,57860,37400,4.95
288947,57275,43648,5.95
123442,31604,35669,6.99
7921,62403,68093,16.99
223559,44222,50454,12.88
278959,52522,12056,12.29
166895,71238,33908,1.705
274513,44295,37950,12.41
19516,71804,60962,16.82
204864,13628,5135,15.99
41196,14785,18344,6.945
175280,27206,7843,18.49
127773,68036,56121,74.9
147212,46211,53602,48.48
267897,50584,20203,5.58
242239,44139,53935,69.99
29514,6513,71578,3.49
139746,68324,28935,15.29
43966,56026,44667,12.49
23444,54581,50252,4.19
165830,11520,54173,56.0
188713,59810,13986,38.99
261443,49408,35313,3.495
32379,45061,50196,39.99
168997,24148,33924,8.01
272543,52103,40160,19.99
277396,66816,4898,15.37
13035,16272,26637,10.99
44655,49947,42480,10.53
113527,44607,6836,79.98
103171,74682,12608,14.99
107074,59706,38112,44.11
284368,72045,27306,7.425000000000001
195217,31009,64150,74.35
187885,51622,51511,4.29
232002,74681,10717,15.34
166417,19838,3300,1.64
145591,65471,66454,29.41
272887,8741,70014,4.92
276543,27676,47125,4.94
253582,13400,15639,43.76
90208,36707,49380,1.99
214389,20114,16104,39.99
126650,716,7936,20.99
278302,1466,24630,12.11
13951,29023,31748,17.99
214868,14824,46842,17.99
180781,26343,9965,3.3
171271,32719,64403,6.81
176709,57069,27542,43.48
262555,70033,11090,9.59
24834,22370,47496,34.64
22734,5889,40447,22.95
133774,65572,40692,20.59
33757,44328,50758,6.4399999999999995
169980,64668,33269,4.99
289971,66271,26032,4.31
238115,30132,48733,6.99
283296,29381,33025,2.99
144829,10467,3025,18.45
169333,2419,6024,6.25
288638,40744,25620,7.92
209802,41231,60337,7.485
88406,62431,66616,37.99
209685,12201,52428,6.99
196487,7430,50643,75.21
218567,22473,47452,87.66
159685,73197,70688,11.84
60330,18785,19442,17.95
123677,11392,45187,17.9
271029,48539,33313,14.39
292167,63108,37199,5.075
155624,69714,15297,16.34
171156,59941,16394,3.15
271848,8229,27184,10.705
122399,71253,45485,1.965
279144,14334,32689,98.94
290989,61026,70358,10.93
39988,19567,506,9.99
120488,72103,27396,26.99
207431,36407,50878,21.99
30873,16647,39100,33.23
295698,4997,29996,19.8
55751,72811,54198,8.26
224167,15044,2100,1.49
129535,8172,56699,4.99
16765,39322,9798,7.68
114570,14048,66864,29.99
147720,74112,58049,20.08
87660,10068,44533,22.95
71928,5130,31081,7.7
296260,58994,48681,10.9
38103,7883,63303,5.265000000000001
108455,68449,55888,99.99
33654,33961,26618,9.98
237872,34275,27246,62.85
248000,49196,52114,15.1
254759,1304,19274,11.43
107545,29579,19892,17.78
255317,34015,46182,8.95
135489,65084,43901,66.48
119274,26646,17825,112.8
193456,58893,4969,12.53
223488,44421,7890,5.025
202998,64195,17846,12.99
286849,13056,70904,1.6
293853,14049,61834,11.35
227232,39984,18565,43.99
235035,34010,65135,7.28
253364,4024,3538,3.3
2872,48882,18032,12.4
280604,51652,20187,4.69
242990,66215,4396,28.99
122727,65124,17434,6.58
231736,58889,25044,27.98
202675,63790,49545,3.79
271027,48537,27566,9.98
246125,43887,37455,11.5
152419,59214,65638,29.97
195230,49306,61366,238.91
211984,68261,2638,74.49
251971,25617,25561,1.99
92984,15880,56072,3.99
103385,55120,12326,10.79
299139,36588,26163,16.02
241380,26910,40536,34.99
131301,68858,4408,8.985
39805,3356,28520,14.665
177527,72431,24431,18.82
167963,23718,1460,4.835000000000001
130391,37607,26571,8.695
74199,813,36896,3.99
122029,6866,43371,35.99
110941,53202,58561,3.04
147427,53574,59415,39.71
295870,33440,1470,11.44
113224,51986,29526,32.305
152417,59212,57530,18.64
103847,31574,41014,34.99
254918,46219,43273,29.92
235727,40492,61368,17.6
23523,26004,19091,39.99
11636,7719,60814,23.33
251830,26786,49552,2.475
273951,38936,31347,12.78
156350,42549,52825,7.1
19296,59209,56539,64.31
147361,56590,54522,24.42
226362,446,35879,14.0
183847,27485,68817,2.26
88497,28167,48607,67.85
214768,56154,40912,13.99
82661,4746,16317,5.68
38670,4227,289,12.49
11013,21928,40975,40.0
119018,56701,56891,10.99
196084,24344,61097,57.29
70034,38904,20043,29.99
118359,211,14613,62.99
249613,24263,23101,5.78
166322,14065,19655,7.98
251449,60575,30192,21.17
149127,28251,52292,81.92
246511,49846,56794,42.99
91898,20955,58729,30.99
50580,53737,49547,4.09
23346,21337,14607,12.97
187414,69363,53571,6.0
80975,52497,39300,30.64
82042,69832,17141,4.355
144321,17740,55411,35.47
37635,32440,16274,4.39
190642,12576,61095,7.09
124937,22388,50046,28.215
129610,1048,71319,12.99
164388,66644,62448,7.72
148567,53289,60942,50.1
37701,13367,6189,3.82
256450,43130,66862,9.495
121152,64428,20236,13.915
28657,69891,56770,8.595
73708,56261,63399,132.99
283180,16857,22602,19.595
131284,12823,30322,12.99
24328,46258,69343,7.78
95629,2458,63171,148.99
44880,56890,54485,113.99
291927,63447,32024,35.95
243930,20718,32760,4.96
120174,55324,70902,3.38
80929,33079,24910,6.49
48400,70661,1670,2.905
188835,65610,38161,24.53
218392,54408,13189,39.99
145737,7589,49940,59.48
214398,48372,33280,52.98
290053,17103,19325,7.0
162096,52091,3217,11.7
86797,27150,34581,38.99
108792,48485,615,29.95
263979,72167,39369,20.27
39333,2865,1072,29.130000000000003
242004,17501,4871,5.99
118449,15923,11348,1.88
206667,47447,35092,13.99
61919,44772,23746,25.975
197427,31528,55234,20.5
29687,62960,2849,10.12
84165,25322,45368,8.225
232569,46708,68511,10.99
267006,3144,14322,14.5
93157,43131,64976,6.46
103977,9585,18566,223.97
19438,69793,54830,93.46
124582,74799,48066,25.99
270361,61683,56695,5.17
49808,59146,909,29.94
238882,5918,45715,13.82
30630,51065,20622,13.99
182810,5241,60911,4.29
93665,69282,63648,3.6
27958,6667,41143,1.84
259709,22014,5888,32.74
118976,50449,23678,20.98
106964,2459,6742,11.99
173172,37468,26596,4.59
295287,40601,22778,6.49
217021,27766,71322,20.55
131667,70463,70795,24.99
201527,10096,34722,2.96
82510,68763,26016,6.59
200367,20005,13176,6.89
149547,7501,54454,38.92
30084,27906,21518,105.87
259312,59139,19958,13.8
231020,73723,32388,25.13
296765,4204,47815,8.795
98169,27990,46879,2.37
55741,72824,57537,18.95
219382,13229,38360,11.375
32229,44891,19467,25.354999999999997
282479,53861,60528,6.395
86306,72216,3218,7.65
116780,35107,67376,9.49
29692,41397,16457,63.88
104804,56448,40278,16.99
118896,40901,11468,0.88
73880,20394,37702,95.84
233193,559,11313,118.44
28280,17393,66115,3.49
55761,3862,27772,12.97
92616,41638,46709,26.910000000000004
164077,32063,3072,22.87
233935,41137,17824,7.055
220611,1640,36274,26.065
96971,27936,2611,2.34
162835,14567,4608,72.44
15864,70027,22793,33.885
136748,51750,27510,5.97
244277,54873,42534,14.99
252836,17184,15264,114.6
192356,67753,36768,22.99
91547,21731,37799,10.12
189025,61656,24981,4.535
181469,5062,10190,2.79
66521,63583,46453,22.49
200758,3561,54705,16.8
210013,46250,33838,74.99
140490,9672,35941,1.06
38666,2887,1130,64.56
211050,21146,48162,69.99
272783,70530,27682,1.59
31471,8490,2694,14.535
91079,52633,14067,13.99
253203,374,25045,6.22
154780,2818,11462,34.35
29305,70876,44242,13.7
9623,43946,19623,14.99
258605,10733,47536,44.49
21849,72592,10725,16.99
169713,65212,71527,8.83
111797,68814,67888,40.235
130052,65271,18341,16.675
250941,5732,14672,53.885000000000005
243840,32160,39045,12.99
161553,36626,24689,149.82
273223,57745,14209,28.49
50435,8770,58191,12.87
171936,71513,33341,18.34
224547,12028,19926,8.68
115015,11333,26184,29.99
23213,39120,65147,10.735
72349,24166,46627,5.654999999999999
63830,70860,21645,12.4
283287,31960,11068,38.58
213636,62177,13021,8.99
129167,22727,61049,71.91
233364,15308,32655,10.99
12706,15403,3978,13.99
280718,51998,6356,79.99
274730,43460,3467,3.88
69839,8576,30010,34.99
258255,43819,49756,4.99
35194,9658,26498,1.89
84802,6294,27086,5.73
13304,40641,55189,9.49
59393,67640,48097,7.845000000000001
38993,40648,8425,5.82
77172,60899,53317,2.59
173598,22144,41761,83.99
211222,60762,63745,10.99
102788,31579,71261,14.99
109441,49121,30216,14.99
36015,61540,7024,20.845
75389,54623,31050,2.5
196440,31972,50830,47.15
277339,68804,25317,9.24
130365,45011,21016,3.39
196705,55285,28145,11.59
231521,10462,21392,11.99
185748,42070,68043,11.45
13424,13775,34697,13.99
132399,74472,70415,14.58
7070,39962,10096,1.48
145975,52245,57246,34.5
44979,11827,60603,13.99
75702,67828,56651,16.49
125648,28327,68009,23.99
250778,63939,53668,26.95
223510,10258,55788,10.48
217357,50853,31640,10.99
184418,5234,32244,10.8
287455,55471,61734,3.935
109567,2226,36431,2.145
44581,226,55636,199.0
24557,44114,48474,28.48
190228,62070,58844,5.175
85257,28335,66360,14.615
235050,27031,13003,69.99
213503,31986,63818,36.99
128780,73010,55195,6.29
242952,72214,6044,14.5
110804,57734,1736,18.99
116139,74805,63239,14.99
259313,59073,4275,9.99
186008,10315,68703,4.98
80285,33425,63956,12.985
2669,36338,54361,50.13
113672,69767,27699,20.99
269694,7034,10806,11.45
9288,29026,52494,39.99
16180,26766,12721,4.64
16246,19053,27777,4.98
40481,28341,23832,21.2
191816,27450,19805,1.69
74870,60393,60927,11.99
251693,1402,70652,20.815
217694,22775,51111,10.49
298459,32999,29926,13.99
205292,49309,16298,16.95
29124,39885,16697,4.59
111979,57970,27153,29.685
158506,38404,67231,35.27
166143,31736,1689,66.765
48668,5089,7089,8.45
123845,32146,22095,18.99
51309,12335,35999,49.95
42015,46495,39037,6.404999999999999
227574,14632,56774,21.49
46473,2059,30786,45.99
210945,9079,19487,10.98
292542,60785,15067,10.6
267217,28160,51919,12.94
77691,21269,32272,24.37
241064,48395,64064,10.0
93140,44692,273,9.88
83217,49042,19664,8.5
185017,37002,30054,6.995
209741,25470,42712,17.85
127869,25343,52422,115.36
113022,23538,6797,19.99
122008,59471,15074,22.99
52233,1830,32350,21.85
53462,1728,32498,10.99
88788,14616,43706,13.295
279711,26885,69398,5.465
134505,69255,31267,14.97
241110,53442,62906,8.295
147527,68923,26661,5.445
199199,52409,19040,6.79
145157,12499,44877,46.64
266784,51635,58959,16.88
81102,14720,14649,30.79
28620,67113,19226,50.45
251023,50214,14224,54.69
56310,27982,14556,2.46
217316,74146,16054,22.78
141571,41804,46474,11.98
288817,31279,23502,1.25
210827,42398,13358,24.99
215454,41765,10613,9.99
126883,15921,52186,43.38
251812,29327,49305,1.28
280805,73961,51395,4.1899999999999995
124226,52380,48980,6.28
295674,21231,24146,13.18
152517,50427,33469,55.49
1988,43861,47352,56.37
148578,15895,46184,24.42
276856,33104,4840,66.97
110933,69577,8349,26.46
291175,69418,15008,9.29
97413,11816,48970,11.595
173379,25156,69386,13.31
201226,12927,46407,4.09
180961,53171,72195,2.29
130301,59289,26041,21.98
17679,18679,31232,13.645
77,60577,23132,25.775
151573,57773,69522,5.0
52981,1222,40804,3.99
78681,36933,41937,10.99
205284,62861,22925,28.645000000000003
268621,43531,33853,21.93
285281,40176,54116,4.14
58484,22996,49812,26.36
289409,68860,21766,13.765
54665,5393,36558,3.99
48477,35498,25688,6.39
62219,49032,23685,2.99
167738,73429,64858,19.13
69340,69656,35455,29.94
59270,52003,68913,46.3
137631,49617,57857,35.7
146810,13635,48450,117.49
279310,25894,32494,4.390000000000001
179101,1590,50848,9.99
140351,45818,1029,9.99
262795,55537,40661,9.205
256344,15972,3752,13.99
140339,40735,28332,4.4
103653,10760,56023,4.99
22503,69721,36016,51.94
211866,34445,42025,28.57
1725,72671,48422,55.93
250925,39516,3456,6.98
270178,9753,18921,5.49
20351,72662,60332,33.5
271706,3550,68886,2.98
290153,60127,53530,8.9
6330,36795,25608,73.99
204643,55685,34955,4.99
151624,36226,69253,20.17
203301,6370,63659,3.89
186105,18082,44980,48.29
217440,59982,59526,14.99
167662,24594,15431,24.99
29450,64246,56467,10.03
281717,31282,35682,1.49
5466,59745,8837,17.835
158133,3674,57312,1.89
264676,2238,48682,12.239999999999998
21099,38976,65285,93.46
118803,26752,57273,32.98
184872,42649,32138,12.19
2226,64582,60503,35.63
246425,64182,22073,32.05
175867,42635,27301,9.14
199626,4281,64028,6.12
230634,41424,52508,7.99
234432,29543,28822,11.9
109975,43613,15578,10.935
72021,58475,40493,13.79
130534,50376,70127,15.325
39003,4228,9775,7.105
136915,23312,28942,13.805
120105,69569,38591,7.45
227381,24153,40985,17.38
197718,44873,5452,23.51
202472,21952,38232,9.99
30285,62922,53843,4.99
238002,825,51689,44.99
146080,3496,61094,45.27
235116,2763,4162,133.91
106402,16286,48100,32.125
165599,9719,32234,7.615
281110,72941,21846,11.95
7667,74025,26403,27.31
116996,14559,8418,9.99
13708,51202,3971,12.29
53412,32381,56860,20.655
238627,42264,2300,25.99
75666,5610,22590,1.99
20404,17213,43023,5.99
25422,42217,21778,11.87
218243,37379,43231,3.94
14092,27773,28085,12.97
2969,60677,42124,59.99
232915,29663,26088,35.99
44024,25263,39167,25.97
77989,7361,3299,4.1899999999999995
6160,22719,53755,17.99
36162,66876,14480,4.890000000000001
263862,51300,59786,10.32
266809,16783,35420,20.24
139450,51549,67127,2.96
272172,22160,32055,64.99
199811,52592,24198,12.99
118612,73528,15407,35.0
60557,47681,33623,4.95
86089,5981,20989,3.46
66169,37225,33737,29.52
256237,43910,17584,7.96
10056,37446,23192,1.92
2271,41307,48585,51.54
86998,39631,12271,23.97
106130,24579,5479,15.75
293574,32538,4662,4.93
238485,74503,51712,5.58
206159,30657,32619,7.99
220773,45944,62050,35.94
93438,5666,16343,39.99
253758,74838,10616,13.98
66174,70247,8275,9.99
26682,6717,9131,1.86
171123,49293,587,5.68
207305,21642,38542,11.96
262825,69114,57797,9.5
274411,48637,46163,39.48
168650,35349,2923,2.84
249897,25986,36518,9.535
132935,67817,37633,27.82
146394,40876,69953,54.98
156385,26544,60702,79.51
48265,60063,51438,52.49
1834,72660,50101,55.93
286146,52076,70565,1.99
280272,31768,47654,1.995
168108,67911,16439,10.35
40981,60345,26581,8.29
45332,46892,20911,7.01
154386,58310,70156,9.95
10975,20843,48737,3.24
263432,25118,40305,2.05
73792,17922,33139,3.795
224890,5156,21375,10.98
49281,28556,8520,9.29
194526,38091,27266,9.89
66772,4619,22217,10.74
236564,20779,43377,7.49
244147,34574,12089,25.99
288907,54771,59052,2.64
100579,3611,42485,8.695
259388,12969,61743,3.98
91286,68108,67373,3.98
204611,4386,68875,17.95
262885,70028,4714,28.74
79236,28928,9080,12.565
77212,57063,48476,2.05
99877,43474,19454,9.8
188402,51445,14890,2.39
38077,7273,29499,11.239999999999998
150609,31638,29699,1.19
130240,28569,61330,6.53
6631,65567,20945,14.79
147925,74123,59000,50.58
130519,2279,29530,5.89
114207,24797,47060,22.49
279561,58012,9885,57.46
44493,49312,18397,22.99
205785,54631,47964,3.64
240495,35470,19326,13.035
101851,15095,44572,19.99
281167,74379,66107,26.23
59527,32567,24016,4.49
9741,57526,39425,9.94
9625,71877,17243,64.905
33109,35876,69963,13.99
169681,27875,65321,4.17
97659,49153,37373,10.19
140239,44937,61654,9.98
6435,37232,61325,8.29
174645,7166,26944,3.665
276591,49802,4546,11.85
108641,29559,60596,21.99
256290,73734,61460,9.995
52148,25451,58265,46.9
220757,28819,40557,15.79
79359,284,70880,10.0
219542,73435,26003,7.99
47708,10521,60960,6.145
136815,17426,56479,12.195
184521,73936,61024,7.42
236221,20000,33550,38.78
202378,70760,1002,9.99
114450,4960,19818,5.39
267596,15834,46279,2.48
3523,35499,19382,98.99
5844,27964,2421,4.36
54067,33143,67698,14.99
24564,49185,56036,9.28
298803,64059,62871,43.49
279014,35144,29964,40.49
65255,59316,7369,15.95
286626,29170,32786,13.74
111266,26750,16802,2.09
94184,34973,21602,4.87
272445,32579,37848,26.6
150909,47234,41021,12.62
144098,71802,52210,77.04
238323,67287,34054,5.615
89573,29374,10475,23.24
86709,33350,24283,45.97
116554,1312,16139,79.98
62029,19749,52939,25.69
149023,30104,17581,17.95
88196,63795,23697,8.64
197831,47077,65309,25.73
25574,23931,25953,14.56
81555,18917,36963,9.44
224480,54057,55745,5.109999999999999
204990,54632,61491,10.0
109596,64761,68375,41.99
193190,43928,21837,35.235
239446,26715,27460,3.89
100856,8080,30208,6.99
216225,166,61818,13.99
43747,36737,28285,5.725
40576,10825,55986,1.87
28372,61682,67859,4.19
44513,54279,37156,4.37
129074,2858,7037,4.74
57528,62940,15131,6.49
118277,37753,10372,17.985
79032,5003,1358,6.73
282490,12639,22948,1.25
156011,1592,45518,25.9
282585,29933,31037,2.99
290159,62518,48813,9.31
96369,3093,5308,3.99
114514,20521,21718,15.04
198816,367,57611,4.39
294173,17352,34106,4.215
42851,10143,72253,19.49
85584,849,31174,10.05
7513,3641,64851,19.99
201197,20058,55312,25.59
233747,39043,2569,4.44
40333,33264,44239,103.345
44621,20551,13334,16.785
164191,12725,7590,23.42
79766,39740,14014,7.03
109810,21574,19363,44.95
112381,26887,70577,10.49
285216,60975,30553,1.99
73932,22751,53698,51.92
197363,26503,15889,20.8
47160,68996,43832,18.75
266972,73180,43753,19.99
159301,64390,22666,12.42
154032,25851,63716,8.99
289782,18999,48259,25.705
139037,53951,61492,16.88
65425,50626,16825,17.99
63064,4626,20972,17.59
255404,17972,57293,1.92
283579,6451,65382,5.5
263558,48343,5870,10.99
278239,14269,23826,4.97
185427,63106,1918,28.215000000000003
158574,2505,17143,24.98
257664,33069,28677,11.0
132106,35039,43991,27.91
182117,42366,12844,18.99
154325,58052,12171,4.49
211480,9204,70782,6.88
289912,16986,65274,41.48
78644,20640,51867,20.445
229339,23438,11431,63.175
218440,51126,21161,31.99
171588,59874,24659,5.99
104321,49484,9429,17.715
118077,48979,12368,12.12
66569,72433,10960,15.99
125630,54375,11913,29.99
180850,35104,34311,7.645
285514,58421,18348,3.98
184531,8934,67591,7.59
378,31422,26251,26.96
272073,74273,15675,14.99
82249,12099,19575,3.69
126264,21913,8032,7.92
79594,30985,11690,2.685
156479,19275,8329,13.88
127523,64441,2517,3.39
121028,9076,16365,30.98
106098,72022,54369,42.99
296412,25575,9017,7.25
35027,53780,40291,9.685
130206,50306,55080,11.22
45624,39095,65556,9.97
214659,19983,34806,2.0
62074,9061,2294,27.43
63682,69680,63861,10.015
127027,46527,54499,34.97
151206,63431,49971,4.99
158952,59455,13896,21.64
130759,69779,51411,6.99
23460,35527,62538,3.14
175586,74535,48078,14.99
223285,19860,47196,3.44
292888,16706,11074,68.49
159565,64407,6701,10.29
172252,34359,34061,9.6
36512,47306,18041,12.99
206320,20756,31299,30.38
237486,72729,54197,119.24
198312,7759,40408,4.48
256387,15943,24201,19.99
41188,24143,23289,7.42
73824,15455,28561,26.09
148882,64480,65848,97.46
261379,11535,55325,29.87
73976,58295,19349,49.99
286628,50521,10228,37.13
24476,22337,59987,12.8
32033,44847,10706,17.35
254782,69122,60195,7.93
128038,52874,29668,29.99
41903,66674,6188,53.065
185134,59294,3838,62.44
43480,71663,56402,12.76
89592,42889,29877,8.57
219245,62149,49838,24.99
45400,64071,59193,32.265
282344,1992,22998,2.89
70957,65718,13753,17.99
287752,12763,51009,26.88
213553,64440,65506,3.49
13938,2223,32347,2.74
215718,25179,7748,2.18
95086,12976,6045,4.99
133520,1204,8361,40.0
100486,69041,34249,29.95
168100,6454,32702,1.49
149269,70743,57555,34.5
53624,21876,24960,11.505
142028,50143,64483,30.98
283399,63983,32719,8.12
215828,65001,59571,2.99
257006,73378,64189,5.77
52433,65313,35506,10.31
72877,31888,68275,3.86
259168,37556,69796,13.29
21489,23769,71771,5.94
247208,2589,22673,36.72
221430,27235,4171,17.485
251553,14646,53347,68.97
13926,49870,68070,53.74
38583,31561,1279,4.49
105045,67945,49453,4.9
216340,60878,51026,1.38
263668,13084,59743,13.85
239207,57081,25668,18.23
258205,18637,30500,28.19
158452,72281,2041,2.9299999999999997
177134,41871,58188,26.225
157589,9176,1903,119.64
20291,55016,48276,37.63
95249,64381,12103,13.28
182112,27816,1573,18.5
110478,58740,50125,41.35
137105,65716,38159,6.98
18670,36704,2380,11.0
126640,6312,46895,7.985
283492,18631,41501,9.08
157755,19754,61934,23.525
136423,58481,57332,3.48
117495,71182,39462,10.64
148297,70857,6060,28.95
77477,39069,60912,7.99
204289,16615,69983,22.99
233482,9950,46142,12.79
227609,51055,30538,79.8
143939,41582,50978,38.54
224991,40228,15534,10.98
240665,547,16587,89.99
127221,24598,28209,28.69
951,1902,30162,5.140000000000001
125237,19873,47381,25.97
17375,56863,24135,9.925
56026,43625,37119,9.2
93636,28427,9428,9.44
226899,70025,23775,19.99
155980,33238,63227,0.67
116746,54582,6498,9.99
47457,21517,3274,3.98
234931,7410,71104,11.99
155261,2788,11075,32.46
181557,21567,32767,8.075
275684,38680,22092,69.0
156439,20243,22607,8.53
16970,52022,40419,71.99
7268,5132,700,173.23000000000002
44547,34895,12231,41.93
124169,58828,61551,10.48
131757,10729,72053,14.96
73126,47855,67662,20.99
290841,3317,38974,2.59
128486,53019,12063,1.98
123702,44372,28233,16.12
121248,27008,35283,63.99
150100,27388,21580,5.8149999999999995
246588,9837,27537,56.97
226011,44327,63549,23.34
125018,65229,10314,54.0
17613,68289,10869,32.76
79905,35858,16372,24.48
193987,30234,20679,4.085
201980,25398,7846,26.99
295120,7478,431,2.7300000000000004
205752,36169,68653,1.425
129371,16377,70499,8.29
44671,52518,15166,12.69
154885,4365,29840,43.83
353,31418,29117,26.96
88593,31164,8680,8.44
212729,24814,14486,21.99
196249,11935,60139,53.87
117068,34614,12235,7.99
218940,48825,11824,49.99
255070,25708,18432,32.48
250786,63942,43934,26.755000000000003
210881,9081,19854,10.98
4939,51459,28399,4.97
225712,56722,54832,39.0
285901,51274,62480,29.28
106676,47967,25563,21.695
216466,15314,13542,16.89
229091,57562,23369,3.79
216875,24319,24832,14.3
250057,32493,48225,5.49
35601,59717,6284,5.18
8952,39937,24545,33.99
117874,32394,23454,26.99
146190,24687,11612,20.74
53710,41077,45249,8.935
191034,62639,42462,7.57
133493,35843,69645,18.74
215978,14155,5668,9.67
158240,57579,69892,46.239999999999995
126085,42352,41497,13.52
145826,50440,15945,24.82
284969,7769,15068,3.59
286002,38677,6452,37.17
60270,19748,64405,32.205
9137,54351,64908,32.9
155296,2820,20235,23.965
188524,23125,10212,19.83
212002,25443,47306,118.4
294669,54974,12017,4.99
35914,55934,242,2.39
210300,34500,61982,18.34
3203,60287,34401,3.89
134748,11663,24306,18.64
108477,69668,24094,29.99
146085,3408,55781,29.36
186312,72981,54854,11.48
138404,2711,14279,54.7
58146,42608,27087,56.99
161478,38271,44255,95.51
158804,30967,12042,7.199999999999999
18269,63136,22747,16.605
203856,18160,23947,6.04
156803,38249,44177,258.895
289176,44292,7403,13.48
28204,20373,24341,8.135
233446,23139,37435,26.12
61533,66883,3999,20.99
170223,44351,51469,13.26
200394,5761,7119,28.64
49799,41284,71726,7.25
81812,39912,26829,8.16
292228,12160,59501,9.73
4416,8968,43632,46.95
243821,42546,42635,13.35
50154,68142,46633,45.0
167386,34813,67868,5.3100000000000005
162551,67994,6266,95.03
185943,37026,36230,13.02
276622,62806,33198,17.595
210800,53434,22208,9.95
24025,10561,32604,39.63
233031,8546,53310,17.99
119563,1053,22954,14.47
110755,53153,9678,3.12
192786,48746,47538,8.24
130632,54373,66902,63.47
131920,22997,16346,14.41
179555,41868,29497,29.99
175,20295,30773,30.37
95916,65602,26077,16.99
